"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_395000000A_002199","福生小食店","臺南市","中西區","臺南市中西區海安路一段100號","(06)2282998","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:35:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002201","福來梅仔雞餐廳（楠西店）","臺南市","楠西區","臺南市楠西區水庫路275號","(06)5753966","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-03-20T18:07:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002203","福泰飯桌","臺南市","中西區","臺南市中西區民族路二段240號","(06)2286833","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002206","綠色空間","臺南市","玉井區","臺南市玉井區沙田25-66號","(06)5747666","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2019-07-31T13:56:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002208","台南七海魚肚魚皮專賣店","臺南市","東區","臺南市東區東門路三段177號","(06)3351990","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:34:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002212","豪記喜餅","臺南市","白河區","臺南市白河區中山路91號","(06)6852568","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002214","銀座日式料理","臺南市","東區","臺南市東區崇善路51號","(06)3350999","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002215","劉記韭菜盒子","臺南市","安平區","臺南市安平區安北路159號","(06)6353226","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002216","劉家楊桃湯","臺南市","東區","臺南市東區北門路一段34、36號","(06)2251887","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:27+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002222","德昌碾米工廠","臺南市","柳營區","臺南市柳營區雙和路107號","(06)6221222","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:33:51+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002223","慶瑞茶莊","臺南市","新營區","臺南市新營區中山路89號","(06)6322349","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:33:50+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002226","潤餅林","臺南市","白河區","臺南市白河區公有市場四巷36號","(06)6854937","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002228","磐創作陶坊","臺南市","新營區","臺南市新營區太南里276-1號","(06)6532916","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002229","穀倉餐廳","臺南市","西港區","臺南市西港區營西里1號","(06)7956700","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-10-30T08:08:47+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002230","蔡家米糕","臺南市","中西區","臺南市中西區民族路二段232號","(06)2209671","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002231","輝哥本產牛肉爐","臺南市","仁德區","臺南市仁德區中山路60號","(06)2702647","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:37:32+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002233","盧記古釀茶鋪","臺南市","北區","臺南市北區北忠街138號","(06)2284622","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:35:34+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002236","翰林茶館","臺南市","中西區","臺南市中西區民族路二段313號","(06)2212357","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-11-25T08:49:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002238","鴨母寮市場垃圾麵","臺南市","北區","臺南市北區成功路215號","(06)6353226","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:18+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002240","龍泉岩土雞莊","臺南市","關廟區","臺南市關廟區中正路55號","(06)5952315","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002241","龍泉食堂","臺南市","白河區","臺南市白河區關嶺里關子嶺21號","(06)6822337","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002244","嶺景土雞城","臺南市","白河區","臺南市白河區關嶺里48號","(06)6822202","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002260","鴻品牛肉湯","臺南市","永康區","臺南市永康區大安街288號","(06)2055243","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:37:02+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002264","鎮傳四神湯","臺南市","中西區","臺南市中西區民族路二段365號","(06)2209686","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002268","香菇蛋","臺南市","白河區","臺南市白河區關嶺里關子嶺41-5號","0933669759","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:38:16+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002269","鬍鬚豬頭飯","臺南市","鹽水區","臺南市鹽水區南門路89號","(06)6524258","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:35:19+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002271","寶芝林燻茶鵝","臺南市","下營區","臺南市下營區中興南路141號","(06)6897267","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002276","寶達香瓜子","臺南市","麻豆區","臺南市麻豆區興中路69號","(06)5722650","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002279","蘭科植物園","臺南市","山上區","臺南市山上區玉峰里牛稠埔11-2號","(06)5781358","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:37:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002280","鐵金鋼食品有限公司","臺南市","關廟區","臺南市關廟區中山路一段365號","(06)5965678","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:33:47+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002282","體育公園杏仁豆腐冰","臺南市","中西區","臺南市中西區南寧街41號","(06)2137180","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-09-24T10:41:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002284","鹽鄉民宿餐廳","臺南市","北門區","臺南市北門區永華里井仔腳57號","(06)7862643","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002285","蠻牛牛肉涮涮鍋","臺南市","新營區","臺南市新營區三仙里復興路102之1號","(06)6377361","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:36:37+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_002306","利達豆花（佳里店）","臺南市","佳里區","臺南市佳里區安北路42號","(06)7235407","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006369","阿喬師水粄粥","臺南市","中西區","臺南市中西區西門路一段704-1號","(06)2157079","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:36+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006370","安平小舖 安平形象店","臺南市","安平區","臺南市安平區安平路788號","(06)2438619","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:32+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006371","椿友手工烘焙坊","臺南市","中西區","臺南市中西區民權路一段73號","(06)2290357","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:31+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006372","丹莉蛋捲","臺南市","永康區","臺南市永康區鹽行路67號","0975026828","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006375","韓匠│韓國食品專賣店","臺南市","東區","臺南市東區前鋒路87號1樓","(06)2008903","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:26+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006378","咖啡部屋","臺南市","東區","臺南市東區中華東路三段332號","(06)3358951","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006381","佛都愛玉","臺南市","中西區","臺南市中西區友愛街223號","(06)2201166","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-09-18T08:33:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006382","佛都愛玉佳里旗艦店","臺南市","佳里區","臺南市佳里區成功路200號","(06)7234569","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-09-18T08:33:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006384","感性魯味","臺南市","中西區","臺南市中西區尊王路90-1號","(06)2233951","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006386","合口味肉品-麻豆店","臺南市","麻豆區","臺南市麻豆區博愛路30號","0928574298","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:13+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006388","卡布里義廚","臺南市","新營區","臺南市新營區復興路83號","(06)6357436","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006392","六巷手作飲料","臺南市","中西區","臺南市中西區西門路一段703巷17號","(06)2236633","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006394","清珠布丁豆花","臺南市","新營區","臺南市新營區民治路76之4號","(06)6592046","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:30:06+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006396","時之幸福輕手工蛋捲","臺南市","中西區","臺南市中西區海安路二段98號","(06)2211522","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-09-16T14:45:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006399","舞鶴燒烤舖","臺南市","中西區","臺南市中西區尊王路92號","(06)2288418","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006400","有點巷","臺南市","中西區","臺南市中西區海安路二段75號","(06)2219288","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:56+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006401","新鳳鳴茶業有限公司","臺南市","安南區","臺南市安南區北安路二段139號","(06)2809893","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006402","阿妙意麵","臺南市","鹽水區","臺南市鹽水區康樂路67號","(06)6531031","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:51+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006403","陽光菓菓-Sunnygogo dried fruit","臺南市","歸仁區","臺南市歸仁區中山路一段2巷9號","(06)2305399","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:49+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006404","一品塘手工杏仁奶酪","臺南市","中西區","臺南市中西區海安路二段193號","(06)2201767","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006405","益生興蜜餞","臺南市","安平區","臺南市安平區延平街87號","(06)2232555","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-02-03T08:35:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006406","東東宴會式場-永大幸福館","臺南市","永康區","臺南市永康區大二段701號","(06)3015999","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:43+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006407","東悅坊","臺南市","永康區","臺南市永康區永大路二段701號","(06)3015888","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:47:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006411","Bark露天茶飲酒吧","臺南市","中西區","臺南市中西區海安路二段19號","0915695261","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:42+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006414","毛丼 丼飯專門店","臺南市","東區","臺南市東區東榮街105號","(06)2092499","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006415","小方舟串燒酒場","臺南市","東區","臺南市東區林森路2段59號","(06)2367399","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006477","勝立牛肉湯","臺南市","永康區","臺南市永康區勝學路88號","0919161820","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:23+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006479","西羅殿牛肉湯","臺南市","北區","臺南市北區公園南路98號","(06)2294056","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006480","台南市牛家莊牛肉湯","臺南市","中西區","臺南市中西區郡西路86號","(06)2222406","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-11-13T08:21:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006481","阿財牛肉湯","臺南市","安平區","臺南市安平區古堡街5號","(06)2261252","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006482","安平林牛肉湯","臺南市","安平區","臺南市安平區平生路13號","(06)2216966","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:15+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006483","億哥牛肉湯後甲店（南紡）","臺南市","東區","臺南市東區裕農路574號","(06)2602990","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006487","郭巧味牛肉店","臺南市","西港區","臺南市西港區後營里365之20號","(06)7952611","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-11-25T08:50:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006488","肯牛城牛肉湯","臺南市","歸仁區","臺南市歸仁區和平北街40號","(06)2300555","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006489","圓環牛肉湯","臺南市","中西區","臺南市中西區府前路二段153號","0910743200","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:29:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006491","潘家牛肉湯","臺南市","中西區","臺南市中西區國華街3段125號","0932831029","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:59+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006493","忠嫂牛肉湯","臺南市","東區","臺南市東區仁和路79號","0929692948","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006494","崇德牛肉湯","臺南市","東區","臺南市東區榮譽街290巷42號","(06)2606437","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006495","吳家土產牛肉湯","臺南市","東區","臺南市東區中華東路一段145號","(06)2742092","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006496","阿家牛肉湯","臺南市","南區","臺南市南區中華南路一段78號","0932804479","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006500","滋養軒","臺南市","新營區","臺南市新營區中山路254號","(06)6322322","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006502","阿滿牛肉湯","臺南市","南區","臺南市南區大成路2段31號","(06)2658532","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:49+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006503","美鮮牛肉湯","臺南市","南區","臺南市南區新興路419-1號","0932813566","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-02-06T08:26:27+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006505","文章牛肉湯","臺南市","安平區","臺南市安平區安平路590號","(06)2284626","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:41+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006506","三大牛肉火鍋","臺南市","永康區","臺南市永康區國光三街3號","(06)2712411","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006507","吉品現宰牛肉清湯","臺南市","永康區","臺南市永康區永大路一段300-3號","(06)2720775","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:37+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006508","阿宏牛肉湯","臺南市","永康區","臺南市永康區忠孝路383-1號","(06)3035876","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006509","劉家莊牛肉爐","臺南市","永康區","臺南市永康區四維街21號","(06)2335757","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-11-13T08:22:18+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006511","閻家土產牛肉湯","臺南市","仁德區","臺南市仁德區中正路一段271號1樓","(06)3660570","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006512","阿生牛肉湯","臺南市","關廟區","臺南市關廟區中山路1段281號","0933673994","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006513","阿昌牛肉湯","臺南市","關廟區","臺南市關廟區巡府路73號","(06)5959113","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:25+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006516","安仔牛肉","臺南市","麻豆區","臺南市麻豆區民族路9號","(06)5717457","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:23+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006518","其森牛肉湯","臺南市","麻豆區","臺南市麻豆區興民街1號","(06)5717112","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:19+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006519","牛狀元牛肉湯","臺南市","麻豆區","臺南市麻豆區麻佳路一段87-7號","(06)5719297","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:16+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006520","阿超牛肉湯","臺南市","佳里區","臺南市佳里區新生路339號","0929107950","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:13+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006521","順福牛肉湯","臺南市","佳里區","臺南市佳里區延平路324號","(06)7212845","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-12-09T13:44:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006522","順德土產牛肉湯","臺南市","學甲區","臺南市學甲區民權路59號","(06)7820161","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006523","福勝牛肉湯","臺南市","善化區","臺南市善化區光復路","(06)5819522","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-03-03T08:15:29+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006524","一品牛肉湯","臺南市","新市區","臺南市新市區中山路202-4號","(06)5991882","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006525","新市牛肉清湯","臺南市","新市區","臺南市新市區中正路220-1號","(06)5992604","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:02+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006527","有的蔬果汁專賣店","臺南市","中西區","臺南市中西區國華街3段198號","(06)2261399","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:28:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006530","牛之屋牛肉湯","臺南市","新化區","臺南市新化區復興路222號","(06)5904318","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-03-04T12:00:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006531","宇牛肉湯","臺南市","安南區","臺南市安南區安中路一段968號","0989207446","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:27:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006533","小北牛肉湯","臺南市","北區","臺南市北區西門路4段65巷85號","(06)2514600","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:27:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006569","拉麵屋","臺南市","安平區","臺南市安平區怡平路123號","(06)2999130","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:27:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006571","Mr.麵王","臺南市","永康區","臺南市永康區中華二路258號","(06)3036660","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:27:37+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_006609","虱目魚主題館","臺南市","安平區","臺南市安平區漁光路128-2號","(06)3913330","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-10-02T14:55:19+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_007793","舊振南台南旗艦店","臺南市","東區","臺南市東區林森路二段184號","(06)2387666","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-12-19T14:44:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_007948","段純貞台南小西門","臺南市","中西區","臺南市中西區西門路一段658-1號小西門","(06)2133228","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:47:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_008018","玉井阿月芒果冰","臺南市","玉井區","臺南市玉井區中正路135號","(06)5741798","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-09-03T08:22:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
